# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.4639653847405745,11.718800384833393,6.956765431923206,-6.089883458877909,1.5821619716600201,0.7598396716528563,-1.198448486400122,0.0,-108.59364858731887,0.0
 1.4725901165168591,11.732375131086899,6.955092295282661,-7.026474550551646,1.5895233704767435,0.8535220581543131,-1.1873736842056033,0.0,-108.10104510001284,0.0
 1.4812231224431451,11.746000251033767,6.953187178555756,-7.959711513537769,1.5977015051683525,0.9473102140134042,-1.175249204914478,0.0,-107.55781306218921,0.0
 1.4898627737104673,11.759676442432928,6.951048240559237,-8.88897350947091,1.606697369438642,1.041230020974874,-1.1621256568708562,0.0,-106.96547513403654,0.0
 1.498507463080001,11.77340440304332,6.948673640109855,-9.813656815269244,1.6165117405655964,1.1353063953394311,-1.1480572045985562,0.0,-106.32568705491654,0.0
 1.507155607868997,11.787184830623877,6.9460615360243585,-10.73317675170963,1.627145182546896,1.229563361939768,-1.1331010585330143,0.0,-105.64022532419334,0.0
 1.515805652772353,11.801018422933533,6.943210087119494,-11.646969444364544,1.6385980503306947,1.3240240844709639,-1.117316949931731,0.0,-104.91097423555551,0.0
 1.5244560725053045,11.81490587773122,6.9401174522120135,-12.554493406094965,1.6508704951612436,1.4187109076106645,-1.100766599187094,0.0,-104.13991242000708,0.0
 1.5331053742541543,11.828847892775872,6.936781790118661,-13.455230932714398,1.6639624711655565,1.513645423002367,-1.083513185361436,0.0,-103.32909906212006,0.0
 1.5417520999252192,11.842845165826427,6.933201259656188,-14.348689306142845,1.6778737425405805,1.608848470997077,-1.0656208253146051,0.0,-102.48066002247876,0.0
 1.5503948281841944,11.856898394641814,6.92937401964134,-15.23440180251755,1.6926038919250885,1.7043402202552504,-1.0471540685100345,0.0,-101.59677395664136,0.0
 1.5590321762806423,11.87100827698097,6.9252982288908695,-16.111928504657193,1.708152329143978,1.8001401640028518,-1.0281774146903897,0.0,-100.67965867420615,0.0
 1.567662801654859,11.885175510602828,6.920972046221522,-16.980856921478278,1.7245183008290383,1.8962671852206987,-1.0087548590440951,0.0,-99.73155780761545,0.0
 1.57628540332627,11.89940079326632,6.916393630450045,-17.840802418522653,1.7417009003547126,1.9927395675303647,-0.9889494699541236,0.0,-98.75472798237402,0.0
 1.5848987230652556,11.913684822730383,6.91156114039319,-18.691408466371378,1.7596990781856245,2.089575027552831,-0.9688230026420291,0.0,-97.75142657319174,0.0
 1.5935015463514572,11.92802829675395,6.906472734867703,-19.532346715154663,1.7785116526517784,2.186790759299671,-0.9484355512310856,0.0,-96.7239001364826,0.0
